,NetSum,sd1,sd2,wpr,lpr
0,2.0,0.8944271909999159,0.48989794855663565,0.7333333333333333,0.26666666666666666
1,1.0,1.2649110640673518,0.7483314773547882,0.1875,0.8125
2,-2.0,1.4966629547095764,1.469693845669907,0.2777777777777778,0.7222222222222222
3,1.0,1.4142135623730951,1.469693845669907,0.875,0.125
4,0.0,0.48989794855663565,0.48989794855663565,1.0,0.0
5,-3.0,0.6324555320336759,0.4898979485566356,1.0,0.0
6,-2.0,0.6324555320336759,0.8,0.38095238095238093,0.6190476190476191
7,0.0,0.39999999999999997,0.7483314773547882,0.5909090909090909,0.4090909090909091
8,7.0,1.2649110640673518,1.2,0.65,0.35
9,2.0,0.48989794855663565,1.1661903789690602,0.65,0.35
10,-3.0,1.3564659966250536,0.0,0.2777777777777778,0.7222222222222222
11,-2.0,0.4898979485566356,0.6324555320336759,0.4090909090909091,0.5909090909090909
12,1.0,1.1661903789690602,0.8944271909999159,0.6190476190476191,0.38095238095238093
13,-1.0,0.6324555320336759,0.7483314773547882,0.23529411764705882,0.7647058823529411
14,4.0,1.6733200530681511,1.1661903789690602,0.7222222222222222,0.2777777777777778
15,3.0,1.469693845669907,1.6,0.46153846153846156,0.5384615384615384
16,0.0,0.39999999999999997,0.9797958971132712,0.7222222222222222,0.2777777777777778
17,0.0,1.5491933384829668,1.2649110640673518,0.4583333333333333,0.5416666666666666
18,-3.0,0.0,1.2,0.8666666666666667,0.13333333333333333
19,2.0,1.5491933384829668,1.0198039027185568,0.65,0.35
20,0.0,1.0198039027185568,0.8,0.8125,0.1875
21,-2.0,1.0198039027185568,0.6324555320336759,0.5416666666666666,0.4583333333333333
22,-2.0,1.624807680927192,1.6733200530681511,0.5416666666666666,0.4583333333333333
23,0.0,0.0,0.0,0.2777777777777778,0.7222222222222222
24,2.0,0.7483314773547882,0.7483314773547883,0.43478260869565216,0.5652173913043478
25,-5.0,1.1661903789690602,1.7204650534085253,0.6842105263157895,0.3157894736842105
26,-4.0,1.4142135623730951,0.7483314773547882,0.38095238095238093,0.6190476190476191
27,2.0,1.3564659966250536,0.6324555320336759,0.35,0.65
28,3.0,1.8330302779823362,1.16619037896906,0.4583333333333333,0.5416666666666666
29,-8.0,0.7999999999999999,1.6733200530681511,0.5909090909090909,0.4090909090909091
30,-1.0,0.7483314773547882,1.0954451150103321,0.2777777777777778,0.7222222222222222
31,3.0,1.1661903789690602,1.0198039027185568,0.13333333333333333,0.8666666666666667
32,1.0,0.48989794855663565,1.16619037896906,0.5909090909090909,0.4090909090909091
33,-1.0,0.8,0.4898979485566356,0.23529411764705882,0.7647058823529411
34,0.0,0.7483314773547882,0.7483314773547882,0.23529411764705882,0.7647058823529411
35,-2.0,0.8944271909999159,0.7999999999999999,0.38095238095238093,0.6190476190476191
36,0.0,0.6324555320336759,0.6324555320336759,0.4583333333333333,0.5416666666666666
37,-1.0,0.7999999999999999,0.39999999999999997,0.7222222222222222,0.2777777777777778
38,3.0,0.8,1.0954451150103321,0.5652173913043478,0.43478260869565216
39,-1.0,0.4898979485566356,0.39999999999999997,0.46153846153846156,0.5384615384615384
40,0.0,1.0954451150103321,0.8944271909999159,0.75,0.25
41,1.0,1.32664991614216,1.6733200530681511,0.9285714285714286,0.07142857142857142
42,1.0,1.624807680927192,1.3564659966250536,0.08333333333333333,0.9166666666666666
43,1.0,0.4898979485566356,0.7999999999999999,0.65,0.35
44,0.0,0.9797958971132712,0.7483314773547882,0.4642857142857143,0.5357142857142857
45,2.0,1.16619037896906,1.2,0.2777777777777778,0.7222222222222222
46,-3.0,1.16619037896906,1.3564659966250536,0.7222222222222222,0.2777777777777778
47,-2.0,1.0198039027185568,1.0954451150103321,0.4583333333333333,0.5416666666666666
48,3.0,0.8944271909999159,1.624807680927192,0.38095238095238093,0.6190476190476191
49,2.0,0.7483314773547882,1.7435595774162693,0.38095238095238093,0.6190476190476191
50,0.0,0.8944271909999159,1.2649110640673518,0.43478260869565216,0.5652173913043478
51,-1.0,0.7483314773547882,0.48989794855663565,0.26666666666666666,0.7333333333333333
52,-3.0,1.1661903789690602,1.0198039027185568,0.4666666666666667,0.5333333333333333
53,1.0,1.624807680927192,1.6,0.46153846153846156,0.5384615384615384
54,-1.0,1.3564659966250536,1.4966629547095764,0.5333333333333333,0.4666666666666667
55,2.0,1.019803902718557,0.9797958971132713,0.0,1.0
56,2.0,1.0954451150103321,1.2,0.13333333333333333,0.8666666666666667
57,-2.0,1.4142135623730951,1.4966629547095764,0.5416666666666666,0.4583333333333333
58,1.0,1.16619037896906,1.0954451150103321,0.1875,0.8125
59,-3.0,0.7483314773547882,0.7483314773547882,0.5416666666666666,0.4583333333333333
60,-1.0,1.0198039027185568,0.8,0.5333333333333333,0.4666666666666667
61,-1.0,0.7999999999999999,1.1661903789690602,0.4090909090909091,0.5909090909090909
62,1.0,1.7888543819998317,1.1661903789690602,0.5,0.5
63,-4.0,0.7483314773547882,0.6324555320336759,0.5909090909090909,0.4090909090909091
64,1.0,1.9390719429665317,2.1540659228538015,0.5384615384615384,0.46153846153846156
65,-2.0,1.16619037896906,1.4696938456699067,0.4583333333333333,0.5416666666666666
66,3.0,0.8,1.3266499161421599,0.5652173913043478,0.43478260869565216
67,0.0,1.4696938456699067,1.7204650534085253,0.6190476190476191,0.38095238095238093
68,3.0,1.7435595774162693,0.9797958971132712,0.38095238095238093,0.6190476190476191
69,-2.0,0.6324555320336759,1.2,0.5909090909090909,0.4090909090909091
70,1.0,0.7483314773547882,1.0198039027185568,0.5,0.5
71,0.0,0.8944271909999159,0.8944271909999159,0.5416666666666666,0.4583333333333333
72,2.0,0.9797958971132713,1.624807680927192,0.3157894736842105,0.6842105263157895
73,1.0,0.7999999999999999,0.8,0.7647058823529411,0.23529411764705882
74,0.0,0.7999999999999999,0.4898979485566356,0.5652173913043478,0.43478260869565216
75,-6.0,2.1354156504062622,1.8547236990991407,0.7222222222222222,0.2777777777777778
76,0.0,0.8,0.7999999999999999,0.5652173913043478,0.43478260869565216
77,1.0,1.32664991614216,1.0954451150103321,0.6842105263157895,0.3157894736842105
78,2.0,0.4898979485566356,0.6324555320336759,1.0,0.0
79,-5.0,0.39999999999999997,0.7483314773547883,0.5384615384615384,0.46153846153846156
80,-1.0,0.9797958971132712,0.7999999999999999,0.23076923076923078,0.7692307692307693
81,-2.0,2.2271057451320084,2.1354156504062622,0.4090909090909091,0.5909090909090909
82,-2.0,0.8944271909999159,0.7999999999999999,0.8125,0.1875
83,-1.0,0.7483314773547882,0.48989794855663565,0.5416666666666666,0.4583333333333333
84,2.0,1.2,0.9797958971132713,0.6842105263157895,0.3157894736842105
85,0.0,0.48989794855663565,0.48989794855663565,0.18181818181818182,0.8181818181818182
86,2.0,1.4966629547095764,0.8944271909999159,0.35,0.65
87,-2.0,1.2,0.7483314773547882,0.4583333333333333,0.5416666666666666
88,0.0,0.6324555320336759,0.6324555320336759,0.5652173913043478,0.43478260869565216
89,-3.0,1.9390719429665317,1.9595917942265424,1.0,0.0
90,-1.0,1.16619037896906,1.2649110640673518,0.3157894736842105,0.6842105263157895
91,3.0,0.7483314773547882,0.9797958971132712,0.4583333333333333,0.5416666666666666
92,2.0,0.39999999999999997,0.4,0.35,0.65
93,0.0,1.0198039027185568,1.7435595774162693,0.4090909090909091,0.5909090909090909
94,1.0,1.1661903789690602,1.7888543819998317,0.4642857142857143,0.5357142857142857
95,0.0,0.7483314773547882,0.7483314773547882,0.9166666666666666,0.08333333333333333
96,-5.0,0.7999999999999999,1.0198039027185568,0.8125,0.1875
97,3.0,0.7483314773547883,1.4966629547095764,0.3157894736842105,0.6842105263157895
98,2.0,1.3564659966250536,1.7888543819998317,0.7222222222222222,0.2777777777777778
99,0.0,0.7483314773547882,1.16619037896906,1.0,0.0
100,2.0,0.9797958971132712,1.0198039027185568,0.35,0.65
101,1.0,1.3564659966250536,1.019803902718557,0.65,0.35
102,-1.0,0.6324555320336759,1.1661903789690602,0.5909090909090909,0.4090909090909091
103,0.0,0.39999999999999997,0.7483314773547882,0.5652173913043478,0.43478260869565216
104,2.0,0.7483314773547882,1.16619037896906,0.4583333333333333,0.5416666666666666
105,0.0,0.8,1.019803902718557,0.43478260869565216,0.5652173913043478
106,0.0,1.4966629547095764,0.7999999999999999,0.65,0.35
107,-5.0,1.469693845669907,0.4,0.38095238095238093,0.6190476190476191
108,-1.0,0.6324555320336759,0.7483314773547882,0.6923076923076923,0.3076923076923077
109,1.0,2.0,0.9797958971132712,0.5652173913043478,0.43478260869565216
110,-2.0,0.7999999999999999,0.7483314773547882,1.0,0.0
111,-4.0,0.8944271909999159,0.9797958971132713,0.38095238095238093,0.6190476190476191
112,0.0,0.6324555320336759,0.6324555320336759,0.4583333333333333,0.5416666666666666
113,-4.0,0.4898979485566356,0.7483314773547882,0.5,0.5
114,0.0,2.0591260281974,1.3564659966250536,0.2777777777777778,0.7222222222222222
115,1.0,0.7483314773547882,0.48989794855663565,0.13333333333333333,0.8666666666666667
116,0.0,0.7483314773547882,0.7483314773547882,0.5652173913043478,0.43478260869565216
117,-1.0,0.7483314773547882,0.8,0.4583333333333333,0.5416666666666666
118,-2.0,0.9797958971132712,0.7483314773547882,0.35,0.65
119,3.0,0.9797958971132712,0.4898979485566356,0.46153846153846156,0.5384615384615384
120,-3.0,1.8547236990991407,1.0954451150103321,0.1875,0.8125
121,1.0,1.2649110640673518,0.9797958971132712,0.0,1.0
122,-1.0,0.48989794855663565,1.7204650534085253,0.5416666666666666,0.4583333333333333
123,-1.0,0.6324555320336759,0.7483314773547882,0.46153846153846156,0.5384615384615384
124,0.0,1.3564659966250536,1.2,0.7647058823529411,0.23529411764705882
125,0.0,0.7483314773547882,0.39999999999999997,0.07142857142857142,0.9285714285714286
126,-1.0,0.48989794855663565,0.7483314773547882,0.8125,0.1875
127,6.0,0.39999999999999997,1.2649110640673518,0.4583333333333333,0.5416666666666666
128,0.0,1.16619037896906,0.9797958971132712,0.7222222222222222,0.2777777777777778
129,-6.0,1.0954451150103321,1.3266499161421599,0.4583333333333333,0.5416666666666666
130,3.0,0.6324555320336759,1.9595917942265424,0.6190476190476191,0.38095238095238093
131,5.0,0.7483314773547882,0.7483314773547883,0.3157894736842105,0.6842105263157895
132,-3.0,0.39999999999999997,0.39999999999999997,0.7222222222222222,0.2777777777777778
133,1.0,0.39999999999999997,1.0198039027185568,0.43478260869565216,0.5652173913043478
134,-4.0,1.7204650534085253,0.8944271909999159,0.65,0.35
135,3.0,1.0954451150103321,1.3564659966250536,0.65,0.35
136,6.0,1.1661903789690602,1.4142135623730951,0.65,0.35
137,-1.0,0.39999999999999997,0.0,0.4090909090909091,0.5909090909090909
138,-4.0,1.0954451150103321,0.7483314773547882,0.0,1.0
139,0.0,1.4696938456699067,1.1661903789690602,0.65,0.35
140,0.0,1.019803902718557,0.48989794855663565,0.4090909090909091,0.5909090909090909
141,3.0,0.7483314773547882,1.4966629547095764,0.6842105263157895,0.3157894736842105
142,0.0,0.9797958971132713,1.16619037896906,0.5909090909090909,0.4090909090909091
143,-2.0,1.32664991614216,0.7483314773547882,0.2857142857142857,0.7142857142857143
144,0.0,1.019803902718557,1.3564659966250536,0.7222222222222222,0.2777777777777778
145,-1.0,0.9797958971132712,0.7999999999999999,0.4090909090909091,0.5909090909090909
146,3.0,1.9390719429665317,2.039607805437114,0.8125,0.1875
147,1.0,1.1661903789690602,1.0198039027185568,0.7222222222222222,0.2777777777777778
148,-3.0,0.48989794855663565,1.5999999999999999,0.25,0.75
